180;
180;
180;
99;
99;
99;
99;
99;
99;
99;
99;
151;
180;
180;
180;
180;
180;
73;
73;
73;
73;
73;
73;
73;
73;
180;
180;
180;
109;
109;
109;
109;
109;
109;
109;
109;
180;
76;
76;
69;
68;
64;
58;
57;
56;
56;
56;
56;
56;
56;
56;
56;
114;
180;
180;
180;
180;
180;
180;
